longname,glot_fam,81A,82A,83A,87A,88A,89A,92A,93A,nValues,97A,112A,116A,143A,143E,143F,143G,144A,144B,144D,144H,144I,144J,144K,26A,33A,37A,38A,51A,57A,69A,85A,86A,90A,90C,95A,96A,101A,144L,144P,144Q,144R,144S,70A,71A,132A,133A,134A,135A,14A,15A,16A,17A,142A,1A,2A,3A,4A,5A,6A,7A,8A,9A,10A,11A,12A,18A,19A,20A,21A,21B,28A,29A,35A,39A,40A,44A,48A,49A,50A,65A,66A,67A,68A,77A,78A,84A,91A,94A,98A,99A,100A,102A,103A,104A,107A,111A,113A,114A,121A,129A,130A,13A,22A,23A,24A,25A,25B,27A,30A,31A,32A,34A,36A,41A,42A,46A,47A,52A,53A,54A,55A,58A,58B,59A,60A,61A,62A,63A,64A,72A,73A,74A,75A,76A,79A,79B,80A,90B,105A,106A,108A,108B,109A,109B,110A,115A,117A,118A,119A,120A,122A,123A,124A,125A,126A,127A,128A,131A,136A,136B,137A,137B,144M,138A,39B,45A,56A,143B,144F,144E,139A,140A,143C,144O,144G,43A,144C,144T,144V,144W,144X,81B,10B,130B,144N,144U,90D,144Y,90E,141A,90F,143D,90G
Mos.MOSETENAN.MOSETEN,Moseten-Chimane,2,1,2,,,,,1,-155,,2,1,1,1,,,,,,1,1,,,,2,,,,,2,,1,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,2,,,,,,,1,2,2,,,,,,,,,,,1,,,,1,2,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
An.OCEANIC.MOTLAV,Austronesian,2,1,2,2,2,2,,,-170,,,,,1,2,,,,,,,,,,,,,2,2,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
An.OCEANIC.MOTU,Austronesian,1,1,1,2,,,2,2,-160,2,2,1,,1,1,,,,,,,,,2,,1,2,,2,,1,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB.EAST_BOUGAINVILLE.MOTUNA,South_Bougainville,,1,1,2,1,2,,,-158,2,1,,,,2,,,,,,,,,2,2,,,,1,2,,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC.BANTOID.MOUNDA_DIBOLE,Atlantic-Congo,2,1,2,2,,2,,2,-171,,1,,,2,,,,,,,2,,,,,,,,,,2,,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNG.KOIARIAN.MOUNTAIN_KOIARI,Koiarian,1,1,1,2,2,2,,2,-164,2,1,1,,,2,,,,,,,,,2,2,,,1,2,2,1,1,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNG.KOIARIAN.MOUNTAIN_KOIARI_2,Koiarian,1,1,1,2,2,2,,2,-164,2,1,1,,,2,,,,,,,,,2,2,,,1,2,2,1,1,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mov.MOVIMA.MOVIMA,Movima,,2,2,,,,,1,-161,,,,1,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1,1,,,,,1,1,1,1,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,
PN.NORTHERN_PAMA_NYUNGAN.MPAKWITHI_ANGUTHIMRI,Pama-Nyungan,1,1,1,2,2,2,,,-163,2,,,,,,,,,,,,,,2,2,,,1,,2,,,,,,,1,,,,,,,,,,,,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC.BANTOID.MPONDO,Atlantic-Congo,2,1,2,2,,2,,2,-165,,1,1,,2,,,,,,,2,,,,1,2,,2,,,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC.BANTOID.MPONDOMISE,Atlantic-Congo,2,1,2,2,,2,,2,-165,,1,1,,2,,,,,,,2,,,,1,2,,2,,,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC.BANTOID.MPONGWE,Atlantic-Congo,,,2,2,2,2,,,-177,,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP.KEBAR.MPUR,Mpur,2,1,2,2,2,2,2,2,-166,,2,1,2,,1,,,,,,,,1,,,,,,1,,2,,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC.BANTOID.MPUT_1,Atlantic-Congo,,,,,2,,,2,-179,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC.BANTOID.MPUT_2,Atlantic-Congo,,,,,2,,,2,-179,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC.BANTOID.MPUT_3,Atlantic-Congo,,,,,2,,,2,-179,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tor.KOMBIO_ARAPESH.MUFIAN,Nuclear_Torricelli,2,1,2,2,2,2,2,2,-165,,,1,,1,1,,,,,,,,,,,,2,,,1,,2,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
TNG.MADANG.MUGIL,Nuclear_Trans_New_Guinea,,,,,,,,,-181,,1,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hui.BORAN.MUINANE,Boran,,1,1,,,,,1,-163,,1,,,,2,,,,,,,,,,2,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,1,1,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hui.BORAN.MUINANE_2,Boran,,1,1,,,,,1,-163,,1,,,,2,,,,,,,,,,2,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,1,1,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDa.LAK_DARGWA.MUIRI_DARGI,Nakh-Daghestanian,1,1,1,1,,1,,,-161,1,,,,,,,,,,,,,,,2,,,1,,,1,1,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,2,1,,,,,2,,,1,,1,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An.NORTH_BORNEO.MUKAH_MELANAU,Austronesian,,,,,,,,,-183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TK.KAM_TAI.MULAO,Tai-Kadai,,,,,,,,,-178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ND.NORTHERN_DALY.MULLUKMULLUK,Northern_Daly,,1,1,2,2,2,,,-142,2,2,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,2,,1,1,1,1,2,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,2,,2,2,2,,,,,,,1,,,2,,2,1,,,,,,,,1,,,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An.CELEBIC.MUNA,Austronesian,2,2,2,2,2,1,,2,-147,,2,,1,1,,,2,,2,,1,,,,2,,,,2,1,2,2,1,1,,,2,,,,,,1,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC.ADAMAWA.MUNDANG,Atlantic-Congo,2,1,2,2,2,2,,,-164,,,,2,,1,,,,,,,,1,,,,,,2,,2,2,1,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC.BANTOID.MUNDANI,Atlantic-Congo,,,,2,2,2,,,-176,,,,,,,,,,,,,,,,,,,,2,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
AuA.MUNDA.MUNDARI,Austroasiatic,1,1,1,1,1,1,2,2,-108,1,,1,1,1,,,,,,,,,,2,2,,,,2,2,1,1,2,,1,1,,,,,1,,1,,,,,,1,,,,,,2,,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,,,,,,2,,2,,,,,1,1,,,,1,1,2,,2,,1,,1,,1,,,1,,,2,,2,,2,,2,,,,,1,,2,,2,,,,,,,,1,1,,1,2,,,1,,1,1,,2,,,,,,1,1,,1,1,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
AuA.MUNDA.MUNDARI_2,Austroasiatic,1,1,1,1,1,1,2,2,-108,1,,1,1,1,,,,,,,,,,2,2,,,,2,2,1,1,2,,1,1,,,,,1,,1,,,,,,1,,,,,,2,,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,,,,,,2,,2,,,,,1,1,,,,1,1,2,,2,,1,,1,,1,,,1,,,2,,2,,2,,2,,,,,1,,2,,2,,,,,,,,1,1,,1,2,,,1,,1,1,,2,,,,,,1,1,,1,1,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Tup.MUNDURUKU.MUNDURUKU,Tupian,1,1,1,,,,,1,-172,,,,,,,,,,,,,,,,2,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
NC.BANTOID.MUNGAKA,Atlantic-Congo,2,1,2,2,,,2,,-170,,2,1,,1,1,,,,,,,,2,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,
AuA.VIET_MUONG.MUNG_KOI,Austroasiatic,,,,,,,,,-183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA.BIU_MANDARA.MUNJUK,Afro-Asiatic,2,1,2,2,2,2,2,2,-157,,2,1,2,,1,,,,,,,,1,2,2,2,2,,2,,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA.WEST_CHADIC.MUPUN,Afro-Asiatic,2,1,2,2,2,2,2,2,-145,,,1,,1,1,,,,,,,,2,1,,1,1,,,,2,2,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,2,,1,1,2,,,,,1,2,,,,,,,,,,,,1,,,,1,2,,,1,,,,,,,,2,,,,,,,,2,,1,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
LSR.LOWER_SEPIK.MURIK,Lower_Sepik-Ramu,,,,,,,,,-182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESu.SURMIC.MURLE,Surmic,,2,2,2,2,2,,2,-126,,2,,1,1,,,,,,,,,,,2,,,1,2,,,2,1,1,,,2,,,,,,,,,,2,1,1,,2,,,,,2,2,2,1,,2,,2,1,2,1,,,,,2,2,,,2,,,,,,,,,1,1,1,,,,2,2,,2,2,1,2,1,,,2,,2,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,2,,,,,,2,,,1,1,1,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
SD.MURRINH_PATHA.MURRINH_PATHA_1,Southern_Daly,1,1,1,2,2,,2,2,-151,2,,1,1,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,1,1,,,,,,,,,1,,2,2,1,1,2,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,1,,,,,2,1,,,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
SD.MURRINH_PATHA.MURRINH_PATHA_2,Southern_Daly,1,1,1,2,2,,2,2,-151,2,,1,1,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,1,1,,,,,,,,,1,,2,2,1,1,2,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,1,,,,,2,1,,,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ESu.SURMIC.MURSI,Surmic,2,1,2,2,,2,,,-169,,2,,1,1,,,,,,,,,,,2,,,1,2,,,2,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brs.BURUSHASKI.MURTAZABAD_HUNZA_BURUSHASKI,Burushaski,1,1,1,1,1,1,,2,-97,1,1,2,,2,,,,,,,,,,,2,2,,1,1,2,1,1,2,,1,1,2,,,,2,,1,1,,,,,1,,,1,,,2,,,2,,1,2,2,1,1,,1,1,1,1,1,,2,,,,,,,,1,1,1,,1,1,,1,,,,,,2,,1,2,1,,1,2,2,1,,,,,2,,,2,2,,,2,,1,1,2,,2,1,1,1,,,,1,1,1,,2,,2,,,,2,1,1,2,,,,,,,2,2,2,1,,,,,,1,1,2,1,1,1,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
PN.SOUTHEASTERN_PAMA_NYUNGAN.MURUWARI,Pama-Nyungan,,1,,1,,,1,1,-165,,2,1,1,1,,,,1,,,,,,2,,,,1,,2,,1,,,,,,,,,,,,,,,,,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA.BIU_MANDARA.MUSGU_B,Afro-Asiatic,2,1,2,2,2,2,2,2,-157,,2,1,2,,1,,,,,,,,1,2,2,2,2,,2,,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA.BIU_MANDARA.MUSGU_D_PLUS_RD,Afro-Asiatic,2,1,2,2,2,2,2,2,-157,,2,1,2,,1,,,,,,,,1,2,2,2,2,,2,,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA.BIU_MANDARA.MUSGU_K,Afro-Asiatic,2,1,2,2,2,2,2,2,-157,,2,1,2,,1,,,,,,,,1,2,2,2,2,,2,,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA.BIU_MANDARA.MUSGU_O,Afro-Asiatic,2,1,2,2,2,2,2,2,-157,,2,1,2,,1,,,,,,,,1,2,2,2,2,,2,,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA.BIU_MANDARA.MUSGU_R,Afro-Asiatic,2,1,2,2,2,2,2,2,-157,,2,1,2,,1,,,,,,,,1,2,2,2,2,,2,,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An.OCEANIC.MUSOM,Austronesian,2,1,2,2,2,2,,,-169,,2,,2,,1,,,,,,,,,,,2,,,2,1,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An.OCEANIC.MUSOM_2,Austronesian,2,1,2,2,2,2,,,-169,,2,,2,,1,,,,,,,,,,,2,,,2,1,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sal.CENTRAL_SALISH.MUSQUEAM,Salishan,,2,2,1,1,1,,,-162,,,,1,1,,,,,,,,,,,,,,,2,,2,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,,,1,,,,,,,,1,,2,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
An.OCEANIC.MUSSAU_EMIRA,Austronesian,2,1,2,1,2,1,2,2,-158,,2,1,1,1,,,2,,2,,1,,,1,,1,,,2,,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pen.COSTANOAN.MUTSUN,Miwok-Costanoan,2,,2,,1,,1,1,-157,,2,1,1,1,,,2,,2,,1,,,2,2,,,1,1,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An.OCEANIC.MUYUW,Austronesian,,,,,,,,,-182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA.WEST_CHADIC.MWAGHAVUL,Afro-Asiatic,2,1,2,2,2,2,2,2,-145,,,1,,1,1,,,,,,,,2,1,,1,1,,,,2,2,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,2,,1,1,2,,,,,1,2,,,,,,,,,,,,1,,,,1,2,,,1,,,,,,,,2,,,,,,,,2,,1,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
NC.BANTOID.MWERA,Atlantic-Congo,2,1,2,2,,2,,,-166,,1,,,2,,,,,,,2,,,,1,,,,,1,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
